Term;Main Term;Main Term URI
multiporous gustatory sensillum;multiporous gustatory sensillum;http://purl.obolibrary.org/obo/HAO_0001729
multiporous olfactory sensillum;multiporous olfactory sensillum;http://purl.obolibrary.org/obo/HAO_0001730
multiporous plate;multiporous plate;http://purl.obolibrary.org/obo/HAO_0001731
nervous system;nervous system;http://purl.obolibrary.org/obo/HAO_0001732
notal membrane;notal membrane;http://purl.obolibrary.org/obo/HAO_0001733
peduncle;peduncle;http://purl.obolibrary.org/obo/HAO_0001734
petiolar collar;peduncle;http://purl.obolibrary.org/obo/HAO_0001734
petiolar flange;petiolar flange;http://purl.obolibrary.org/obo/HAO_0001735
prophragmo-laterocervical muscle;prophragmo-laterocervical muscle;http://purl.obolibrary.org/obo/HAO_0001736
ph1-cv;prophragmo-laterocervical muscle;http://purl.obolibrary.org/obo/HAO_0001736
prophragmo-laterocervical;prophragmo-laterocervical muscle;http://purl.obolibrary.org/obo/HAO_0001736
mesolaterophragmo-metabasalar muscle;mesolaterophragmo-metabasalar muscle;http://purl.obolibrary.org/obo/HAO_0001737
mesolaterophragmo-metabasalar;mesolaterophragmo-metabasalar muscle;http://purl.obolibrary.org/obo/HAO_0001737
ph2-ba3;mesolaterophragmo-metabasalar muscle;http://purl.obolibrary.org/obo/HAO_0001737
metalaterophragmo-metafurcal muscle;metalaterophragmo-metafurcal muscle;http://purl.obolibrary.org/obo/HAO_0001738
metalaterophragmo-metafurcal;metalaterophragmo-metafurcal muscle;http://purl.obolibrary.org/obo/HAO_0001738
ph3-fu3;metalaterophragmo-metafurcal muscle;http://purl.obolibrary.org/obo/HAO_0001738
pharyngeal wall;pharyngeal wall;http://purl.obolibrary.org/obo/HAO_0001739
pharynx;pharynx;http://purl.obolibrary.org/obo/HAO_0001740
posterior propleuro-postoccipital muscle;posterior propleuro-postoccipital muscle;http://purl.obolibrary.org/obo/HAO_0001741
pl1p-poc;posterior propleuro-postoccipital muscle;http://purl.obolibrary.org/obo/HAO_0001741
posterior propleuro-postoccipital;posterior propleuro-postoccipital muscle;http://purl.obolibrary.org/obo/HAO_0001741
second mesopleuro-third axillary sclerite of fore wing muscle;second mesopleuro-third axillary sclerite of fore wing muscle;http://purl.obolibrary.org/obo/HAO_0001742
anterior mesopleuro-third axillary sclerite of fore wing muscle;second mesopleuro-third axillary sclerite of fore wing muscle;http://purl.obolibrary.org/obo/HAO_0001742
pl2-3ax2b;second mesopleuro-third axillary sclerite of fore wing muscle;http://purl.obolibrary.org/obo/HAO_0001742
second mesopleuro-third axillary sclerite of fore wing;second mesopleuro-third axillary sclerite of fore wing muscle;http://purl.obolibrary.org/obo/HAO_0001742
mesopleuro-mesosubalar muscle;mesopleuro-mesosubalar muscle;http://purl.obolibrary.org/obo/HAO_0001743
mesopleuro-mesosubalar;mesopleuro-mesosubalar muscle;http://purl.obolibrary.org/obo/HAO_0001743
pl2-sa2;mesopleuro-mesosubalar muscle;http://purl.obolibrary.org/obo/HAO_0001743
anterior metapleuro-metafurcal muscle;anterior metapleuro-metafurcal muscle;http://purl.obolibrary.org/obo/HAO_0001744
anterior metapleuro-metafurcal;anterior metapleuro-metafurcal muscle;http://purl.obolibrary.org/obo/HAO_0001744
pl3-fu3a;anterior metapleuro-metafurcal muscle;http://purl.obolibrary.org/obo/HAO_0001744
posterior metapleuro-metafurcal muscle;posterior metapleuro-metafurcal muscle;http://purl.obolibrary.org/obo/HAO_0001745
pl3-fu3p;posterior metapleuro-metafurcal muscle;http://purl.obolibrary.org/obo/HAO_0001745
posterior metapleuro-metafurcal;posterior metapleuro-metafurcal muscle;http://purl.obolibrary.org/obo/HAO_0001745
first valvifer-genital membrane muscle;first valvifer-genital membrane muscle;http://purl.obolibrary.org/obo/HAO_0001746
fore wing base;fore wing base;http://purl.obolibrary.org/obo/HAO_0001747
fore wing third axillary muscle;fore wing third axillary muscle;http://purl.obolibrary.org/obo/HAO_0001748
fore wing venation;fore wing venation;http://purl.obolibrary.org/obo/HAO_0001749
forewing venation;fore wing venation;http://purl.obolibrary.org/obo/HAO_0001749
lateral mesofurco-metafurcal muscle;lateral mesofurco-metafurcal muscle;http://purl.obolibrary.org/obo/HAO_0001750
fu2-fu3l;lateral mesofurco-metafurcal muscle;http://purl.obolibrary.org/obo/HAO_0001750
lateral mesofurco-metafurcal;lateral mesofurco-metafurcal muscle;http://purl.obolibrary.org/obo/HAO_0001750
lateral metafurco-metacoxal muscle;lateral metafurco-metacoxal muscle;http://purl.obolibrary.org/obo/HAO_0001751
fu3l-cx3;lateral metafurco-metacoxal muscle;http://purl.obolibrary.org/obo/HAO_0001751
lateral metafurco-metacoxal;lateral metafurco-metacoxal muscle;http://purl.obolibrary.org/obo/HAO_0001751
median metafurco-metacoxal muscle;median metafurco-metacoxal muscle;http://purl.obolibrary.org/obo/HAO_0001752
fu3m-cx3;median metafurco-metacoxal muscle;http://purl.obolibrary.org/obo/HAO_0001752
median metafurco-metacoxal;median metafurco-metacoxal muscle;http://purl.obolibrary.org/obo/HAO_0001752
funicular segment;funicular segment;http://purl.obolibrary.org/obo/HAO_0001753
gastral tail;gastral tail;http://purl.obolibrary.org/obo/HAO_0001754
genal carina;genal carina;http://purl.obolibrary.org/obo/HAO_0001755
genal space;genal space;http://purl.obolibrary.org/obo/HAO_0001756
genital membrane;genital membrane;http://purl.obolibrary.org/obo/HAO_0001757
dorsal profurco-procoxal muscle;dorsal profurco-procoxal muscle;http://purl.obolibrary.org/obo/HAO_0001758
dorsal profurco-procoxal;dorsal profurco-procoxal muscle;http://purl.obolibrary.org/obo/HAO_0001758
fu1d-cx1;dorsal profurco-procoxal muscle;http://purl.obolibrary.org/obo/HAO_0001758
lateral profurco-procoxal muscle;dorsal profurco-procoxal muscle;http://purl.obolibrary.org/obo/HAO_0001758
hairy lobe;hairy lobe;http://purl.obolibrary.org/obo/HAO_0001759
hairy ring of the metasoma;hairy ring of the metasoma;http://purl.obolibrary.org/obo/HAO_0001760
felt-like ring;hairy ring of the metasoma;http://purl.obolibrary.org/obo/HAO_0001760
lamnium;lamnium;http://purl.obolibrary.org/obo/HAO_0001761
lateral fovea;lateral fovea;http://purl.obolibrary.org/obo/HAO_0001762
admedian depression of pronotum;lateral fovea;http://purl.obolibrary.org/obo/HAO_0001762
submedian pronotal depression;lateral fovea;http://purl.obolibrary.org/obo/HAO_0001762
lateral frontal septum;lateral frontal septum;http://purl.obolibrary.org/obo/HAO_0001763
epicuticle;epicuticle;http://purl.obolibrary.org/obo/HAO_0001764
epipharyngeal brush;epipharyngeal brush;http://purl.obolibrary.org/obo/HAO_0001765
epipharyngeal muscle;epipharyngeal muscle;http://purl.obolibrary.org/obo/HAO_0001766
ventral clypeal margin;ventral clypeal margin;http://purl.obolibrary.org/obo/HAO_0001767
clypeal margin;ventral clypeal margin;http://purl.obolibrary.org/obo/HAO_0001767
epistomal margin;ventral clypeal margin;http://purl.obolibrary.org/obo/HAO_0001767
external female genitalia;external female genitalia;http://purl.obolibrary.org/obo/HAO_0001768
extrinsic muscle of the antenna;extrinsic muscle of the antenna;http://purl.obolibrary.org/obo/HAO_0001769
musculus tentorio-scapualis I;extrinsic muscle of the antenna;http://purl.obolibrary.org/obo/HAO_0001769
musculus tentorio-scapualis II;extrinsic muscle of the antenna;http://purl.obolibrary.org/obo/HAO_0001769
musculus tentorio-scapualis III;extrinsic muscle of the antenna;http://purl.obolibrary.org/obo/HAO_0001769
musculus tentorio-scapualis IV;extrinsic muscle of the antenna;http://purl.obolibrary.org/obo/HAO_0001769
periepistomal striation;periepistomal striation;http://purl.obolibrary.org/obo/HAO_0001770
facial striae;periepistomal striation;http://purl.obolibrary.org/obo/HAO_0001770
first abdominal tergal spiracle muscle;first abdominal tergal spiracle muscle;http://purl.obolibrary.org/obo/HAO_0001771
first axillary sclerite of the fore wing;first axillary sclerite of the fore wing;http://purl.obolibrary.org/obo/HAO_0001772
first axillary sclerite;first axillary sclerite of the fore wing;http://purl.obolibrary.org/obo/HAO_0001772
preorbital trabecula;preorbital trabecula;http://purl.obolibrary.org/obo/HAO_0001773
frontal trabecula;preorbital trabecula;http://purl.obolibrary.org/obo/HAO_0001773
profurco-prophragmal muscle;profurco-prophragmal muscle;http://purl.obolibrary.org/obo/HAO_0001774
fu1-ph1;profurco-prophragmal muscle;http://purl.obolibrary.org/obo/HAO_0001774
profurco-prophragmal;profurco-prophragmal muscle;http://purl.obolibrary.org/obo/HAO_0001774
lateral scapo-pedicellar muscle;lateral scapo-pedicellar muscle;http://purl.obolibrary.org/obo/HAO_0001775
M. scapopedicellaris lateralis;lateral scapo-pedicellar muscle;http://purl.obolibrary.org/obo/HAO_0001775
levator of the antennal flagellum;lateral scapo-pedicellar muscle;http://purl.obolibrary.org/obo/HAO_0001775
muscle 6;lateral scapo-pedicellar muscle;http://purl.obolibrary.org/obo/HAO_0001775
musculus scapo-pedicularis I;lateral scapo-pedicellar muscle;http://purl.obolibrary.org/obo/HAO_0001775
lateral T8-T9 muscle;lateral T8-T9 muscle;http://purl.obolibrary.org/obo/HAO_0001776
lateral tentorio-scapal muscle;lateral tentorio-scapal muscle;http://purl.obolibrary.org/obo/HAO_0001777
M. tentorioscapalis lateralis;lateral tentorio-scapal muscle;http://purl.obolibrary.org/obo/HAO_0001777
muscle 3;lateral tentorio-scapal muscle;http://purl.obolibrary.org/obo/HAO_0001777
laterodorsal projection of mesoscutellum;laterodorsal projection of mesoscutellum;http://purl.obolibrary.org/obo/HAO_0001778
mandibular muscle;mandibular muscle;http://purl.obolibrary.org/obo/HAO_0001779
median bridge of the second valvifers;median bridge of the second valvifers;http://purl.obolibrary.org/obo/HAO_0001780
bridge of second valvifer;median bridge of the second valvifers;http://purl.obolibrary.org/obo/HAO_0001780
median mesoscutal keel;median mesoscutal keel;http://purl.obolibrary.org/obo/HAO_0001781
median mesoscutal carina;median mesoscutal keel;http://purl.obolibrary.org/obo/HAO_0001781
median scapo-pedicellar muscle;median scapo-pedicellar muscle;http://purl.obolibrary.org/obo/HAO_0001782
M. scapopedicellaris medialis;median scapo-pedicellar muscle;http://purl.obolibrary.org/obo/HAO_0001782
depressor of the antennal flagellum;median scapo-pedicellar muscle;http://purl.obolibrary.org/obo/HAO_0001782
muscle 7;median scapo-pedicellar muscle;http://purl.obolibrary.org/obo/HAO_0001782
musculus scapo-pedicularis II;median scapo-pedicellar muscle;http://purl.obolibrary.org/obo/HAO_0001782
mediotergite;mediotergite;http://purl.obolibrary.org/obo/HAO_0001783
mesobasalar muscle;mesobasalar muscle;http://purl.obolibrary.org/obo/HAO_0001784
mesocoxal foramen;mesocoxal foramen;http://purl.obolibrary.org/obo/HAO_0001785
mesocoxal muscle;mesocoxal muscle;http://purl.obolibrary.org/obo/HAO_0001786
mesofurcal muscle;mesofurcal muscle;http://purl.obolibrary.org/obo/HAO_0001787
mesolaterophragma;mesolaterophragma;http://purl.obolibrary.org/obo/HAO_0001788
mesolaterophragmal muscle;mesolaterophragmal muscle;http://purl.obolibrary.org/obo/HAO_0001789
mesonotal muscle;mesonotal muscle;http://purl.obolibrary.org/obo/HAO_0001790
mesopectus-pronotum intersegmental membrane;mesopectus-pronotum intersegmental membrane;http://purl.obolibrary.org/obo/HAO_0001791
mesophragmal muscle;mesophragmal muscle;http://purl.obolibrary.org/obo/HAO_0001792
lateral metapleuro-second abdominal sternal muscle;lateral metapleuro-second abdominal sternal muscle;http://purl.obolibrary.org/obo/HAO_0001793
lateral metapleuro-second abdominal sternal;lateral metapleuro-second abdominal sternal muscle;http://purl.obolibrary.org/obo/HAO_0001793
pl3-S2;lateral metapleuro-second abdominal sternal muscle;http://purl.obolibrary.org/obo/HAO_0001793
metapleuro-propodeal muscle;metapleuro-propodeal muscle;http://purl.obolibrary.org/obo/HAO_0001794
metapleuro-propodeal;metapleuro-propodeal muscle;http://purl.obolibrary.org/obo/HAO_0001794
pl3-T1;metapleuro-propodeal muscle;http://purl.obolibrary.org/obo/HAO_0001794
mandibular appendage;mandibular appendage;http://purl.obolibrary.org/obo/HAO_0001795
marginal rim of scutellum;marginal rim of scutellum;http://purl.obolibrary.org/obo/HAO_0001796
median frontal septum;median frontal septum;http://purl.obolibrary.org/obo/HAO_0001797
median tentorio-scapal muscle;median tentorio-scapal muscle;http://purl.obolibrary.org/obo/HAO_0001798
M. tentorioscapalis medialis;median tentorio-scapal muscle;http://purl.obolibrary.org/obo/HAO_0001798
muscle 4;median tentorio-scapal muscle;http://purl.obolibrary.org/obo/HAO_0001798
intervolsellar process;intervolsellar process;http://purl.obolibrary.org/obo/HAO_0001799
median ventral lamina;intervolsellar process;http://purl.obolibrary.org/obo/HAO_0001799
median ventral projection;intervolsellar process;http://purl.obolibrary.org/obo/HAO_0001799
prespiracular carina;prespiracular carina;http://purl.obolibrary.org/obo/HAO_0001800
prepecto-anterior thoracic spiracle muscle;prepecto-anterior thoracic spiracle muscle;http://purl.obolibrary.org/obo/HAO_0001801
prepectal shelf;prepectal shelf;http://purl.obolibrary.org/obo/HAO_0001802
prepectal carina;prepectal carina;http://purl.obolibrary.org/obo/HAO_0001803
prealare;prealare;http://purl.obolibrary.org/obo/HAO_0001804
prepecto-mesobasalar muscle;prepecto-mesobasalar muscle;http://purl.obolibrary.org/obo/HAO_0001805
pre-ba2;prepecto-mesobasalar muscle;http://purl.obolibrary.org/obo/HAO_0001805
prepecto-mesobasalar;prepecto-mesobasalar muscle;http://purl.obolibrary.org/obo/HAO_0001805
propleural arm-postoccipital muscle;propleural arm-postoccipital muscle;http://purl.obolibrary.org/obo/HAO_0001806
ppa-poc;propleural arm-postoccipital muscle;http://purl.obolibrary.org/obo/HAO_0001806
propleural arm-postoccipital;propleural arm-postoccipital muscle;http://purl.obolibrary.org/obo/HAO_0001806
propleural arm-procoxal muscle;propleural arm-procoxal muscle;http://purl.obolibrary.org/obo/HAO_0001807
ppa-cx1;propleural arm-procoxal muscle;http://purl.obolibrary.org/obo/HAO_0001807
propleural arm-procoxal;propleural arm-procoxal muscle;http://purl.obolibrary.org/obo/HAO_0001807
pouch;pouch;http://purl.obolibrary.org/obo/HAO_0001808
postscutellum;postscutellum;http://purl.obolibrary.org/obo/HAO_0001809
postoccipital carina;postoccipital carina;http://purl.obolibrary.org/obo/HAO_0001810
occipital suture;occipital suture;http://purl.obolibrary.org/obo/HAO_0001811
postgenal sulcus;occipital suture;http://purl.obolibrary.org/obo/HAO_0001811
posterior tentorio-scapal muscle;posterior tentorio-scapal muscle;http://purl.obolibrary.org/obo/HAO_0001812
M. tentorioscapalis posterior;posterior tentorio-scapal muscle;http://purl.obolibrary.org/obo/HAO_0001812
muscle 2;posterior tentorio-scapal muscle;http://purl.obolibrary.org/obo/HAO_0001812
posterior T9-second valvifer muscle;posterior T9-second valvifer muscle;http://purl.obolibrary.org/obo/HAO_0001813
posterior stipito-palpal muscle;posterior stipito-palpal muscle;http://purl.obolibrary.org/obo/HAO_0001814
M. stipitopalpalis externus;posterior stipito-palpal muscle;http://purl.obolibrary.org/obo/HAO_0001814
posterior second valvifer-second valvula muscle;posterior second valvifer-second valvula muscle;http://purl.obolibrary.org/obo/HAO_0001815
posterior scutellum;posterior scutellum;http://purl.obolibrary.org/obo/HAO_0001816
posterior pronoto-laterocervical muscle;posterior pronoto-laterocervical muscle;http://purl.obolibrary.org/obo/HAO_0001817
posterior pronoto-laterocervical;posterior pronoto-laterocervical muscle;http://purl.obolibrary.org/obo/HAO_0001817
t1p-cv;posterior pronoto-laterocervical muscle;http://purl.obolibrary.org/obo/HAO_0001817
posterior projection of mesoscutellum;posterior projection of mesoscutellum;http://purl.obolibrary.org/obo/HAO_0001818
posterior metanoto-metacoxal muscle;posterior metanoto-metacoxal muscle;http://purl.obolibrary.org/obo/HAO_0001819
posterior metanoto-metacoxal;posterior metanoto-metacoxal muscle;http://purl.obolibrary.org/obo/HAO_0001819
t3p-cx3;posterior metanoto-metacoxal muscle;http://purl.obolibrary.org/obo/HAO_0001819
frontal lobe;frontal lobe;http://purl.obolibrary.org/obo/HAO_0001820
frontal triangle;frontal triangle;http://purl.obolibrary.org/obo/HAO_0001821
frontofacial ridge;frontofacial ridge;http://purl.obolibrary.org/obo/HAO_0001822
frontovertex;frontovertex;http://purl.obolibrary.org/obo/HAO_0001823
transverse trabecula;transverse trabecula;http://purl.obolibrary.org/obo/HAO_0001824
frontal line;frontal line;http://purl.obolibrary.org/obo/HAO_0001825
callus;callus;http://purl.obolibrary.org/obo/HAO_0001826
proctiger;proctiger;http://purl.obolibrary.org/obo/HAO_0001827
mesosubalare muscle;mesosubalare muscle;http://purl.obolibrary.org/obo/HAO_0001828
mediosternite 2;mediosternite 2;http://purl.obolibrary.org/obo/HAO_0001829
S2;mediosternite 2;http://purl.obolibrary.org/obo/HAO_0001829
mediosternite 3;mediosternite 3;http://purl.obolibrary.org/obo/HAO_0001830
mediosternite 4;mediosternite 4;http://purl.obolibrary.org/obo/HAO_0001831
S3;mediosternite 4;http://purl.obolibrary.org/obo/HAO_0001831
mediosternite 5;mediosternite 5;http://purl.obolibrary.org/obo/HAO_0001832
S4;mediosternite 5;http://purl.obolibrary.org/obo/HAO_0001832
mediosternite 6;mediosternite 6;http://purl.obolibrary.org/obo/HAO_0001833
S5;mediosternite 6;http://purl.obolibrary.org/obo/HAO_0001833
mediosternite 7;mediosternite 7;http://purl.obolibrary.org/obo/HAO_0001834
S6;mediosternite 7;http://purl.obolibrary.org/obo/HAO_0001834
mediosternite 8;mediosternite 8;http://purl.obolibrary.org/obo/HAO_0001835
mediosternite 9;mediosternite 9;http://purl.obolibrary.org/obo/HAO_0001836
mediosternite 10;mediosternite 10;http://purl.obolibrary.org/obo/HAO_0001837
laterosternite;laterosternite;http://purl.obolibrary.org/obo/HAO_0001838
laterosternite 2;laterosternite 2;http://purl.obolibrary.org/obo/HAO_0001839
laterosternite 3;laterosternite 3;http://purl.obolibrary.org/obo/HAO_0001840
laterosternite 5;laterosternite 5;http://purl.obolibrary.org/obo/HAO_0001841
laterosternite 6;laterosternite 6;http://purl.obolibrary.org/obo/HAO_0001842
laterosternite 7;laterosternite 7;http://purl.obolibrary.org/obo/HAO_0001843
laterosternite 8;laterosternite 8;http://purl.obolibrary.org/obo/HAO_0001844
laterosternite 9;laterosternite 9;http://purl.obolibrary.org/obo/HAO_0001845
laterosternite 10;laterosternite 10;http://purl.obolibrary.org/obo/HAO_0001846
metasomal spiracle;metasomal spiracle;http://purl.obolibrary.org/obo/HAO_0001847
laterosternite 4;laterosternite 4;http://purl.obolibrary.org/obo/HAO_0001848
interscrobal surface;interscrobal surface;http://purl.obolibrary.org/obo/HAO_0001849
frontofacial sulcus;frontofacial sulcus;http://purl.obolibrary.org/obo/HAO_0001850
frontal fork;frontofacial sulcus;http://purl.obolibrary.org/obo/HAO_0001850
frontal suture;frontofacial sulcus;http://purl.obolibrary.org/obo/HAO_0001850
posterolateral tooth-like section of the anterior part of the pronotal plate;posterolateral tooth-like section of the anterior part of the pronotal plate;http://purl.obolibrary.org/obo/HAO_0001851
submedian pronotal apodeme;submedian pronotal apodeme;http://purl.obolibrary.org/obo/HAO_0001852
antecostal sulcus of the first abdominal tergum;antecostal sulcus of the first abdominal tergum;http://purl.obolibrary.org/obo/HAO_0001853
ventral impressed area of metanotum;ventral impressed area of metanotum;http://purl.obolibrary.org/obo/HAO_0001854
ventral impressed rim of metanotum;ventral impressed area of metanotum;http://purl.obolibrary.org/obo/HAO_0001854
dorsal plate;dorsal plate;http://purl.obolibrary.org/obo/HAO_0001855
ventral spine of hypopygium;ventral spine of hypopygium;http://purl.obolibrary.org/obo/HAO_0001856
posterior carina of subaxillular bar;posterior carina of subaxillular bar;http://purl.obolibrary.org/obo/HAO_0001857
mesotrochantellus;mesotrochantellus;http://purl.obolibrary.org/obo/HAO_0001858
metatrochantellus;metatrochantellus;http://purl.obolibrary.org/obo/HAO_0001859
mediotergite;mediotergite;http://purl.obolibrary.org/obo/HAO_0001860
laterotergite;laterotergite;http://purl.obolibrary.org/obo/HAO_0001861
axillary cord of the hind wing;axillary cord of the hind wing;http://purl.obolibrary.org/obo/HAO_0001862
axillary cord of the fore wing;axillary cord of the fore wing;http://purl.obolibrary.org/obo/HAO_0001863
fifth tarsomere;fifth tarsomere;http://purl.obolibrary.org/obo/HAO_0001864
fourth tarsomere;fourth tarsomere;http://purl.obolibrary.org/obo/HAO_0001865
palpomere;palpomere;http://purl.obolibrary.org/obo/HAO_0001866
palpal sclerite;palpomere;http://purl.obolibrary.org/obo/HAO_0001866
palpal segment;palpomere;http://purl.obolibrary.org/obo/HAO_0001866
second tarsomere;second tarsomere;http://purl.obolibrary.org/obo/HAO_0001867
third tarsomere;third tarsomere;http://purl.obolibrary.org/obo/HAO_0001868
metapleuron;metapleuron;http://purl.obolibrary.org/obo/HAO_0001869
lateral metapleuro-metanotal muscle;lateral metapleuro-metanotal muscle;http://purl.obolibrary.org/obo/HAO_0001870
transverse carina of T2;transverse carina of T2;http://purl.obolibrary.org/obo/HAO_0001871
mesepisternum;mesepisternum;http://purl.obolibrary.org/obo/HAO_0001872
abdominal tergite 9;abdominal tergite 9;http://purl.obolibrary.org/obo/HAO_0001873
abdominal tergite 10;abdominal tergite 10;http://purl.obolibrary.org/obo/HAO_0001874
abdominal sternite 8;abdominal sternite 8;http://purl.obolibrary.org/obo/HAO_0001875
postspiracular furrow;postspiracular furrow;http://purl.obolibrary.org/obo/HAO_0001876
paraspiracular sulcus;postspiracular furrow;http://purl.obolibrary.org/obo/HAO_0001876
postspiracular sulcus;postspiracular furrow;http://purl.obolibrary.org/obo/HAO_0001876
spiracular sulcus;postspiracular furrow;http://purl.obolibrary.org/obo/HAO_0001876
spiracular sulcus of propodeum;postspiracular furrow;http://purl.obolibrary.org/obo/HAO_0001876
metapostnotum;metapostnotum;http://purl.obolibrary.org/obo/HAO_0001877
median longitudinal carina of first metasomal sternum;median longitudinal carina of first metasomal sternum;http://purl.obolibrary.org/obo/HAO_0001878
median longitudinal carina of the metasomal tergum;median longitudinal carina of the metasomal tergum;http://purl.obolibrary.org/obo/HAO_0001879
median longitudinal furrow of mesoscutellum;median longitudinal furrow of mesoscutellum;http://purl.obolibrary.org/obo/HAO_0001880
sublateral carina of tergum;sublateral carina of tergum;http://purl.obolibrary.org/obo/HAO_0001881
transverse carina on S2;transverse carina on S2;http://purl.obolibrary.org/obo/HAO_0001882
second flagellomere;second flagellomere;http://purl.obolibrary.org/obo/HAO_0001883
F2;second flagellomere;http://purl.obolibrary.org/obo/HAO_0001883
tenth flagellomere;tenth flagellomere;http://purl.obolibrary.org/obo/HAO_0001884
fifth flagellomere;fifth flagellomere;http://purl.obolibrary.org/obo/HAO_0001885
frontal ledge;frontal ledge;http://purl.obolibrary.org/obo/HAO_0001886
transmetapectal carina;transmetapectal carina;http://purl.obolibrary.org/obo/HAO_0001887
dorsal area of the metapectus;dorsal area of the metapectus;http://purl.obolibrary.org/obo/HAO_0001888
stridulitrum;stridulitrum;http://purl.obolibrary.org/obo/HAO_0001889
abdominal sternum 10;abdominal sternum 10;http://purl.obolibrary.org/obo/HAO_0001890
profurco-procoxal muscle;profurco-procoxal muscle;http://purl.obolibrary.org/obo/HAO_0001891
profurco-postoccipital muscle;profurco-postoccipital muscle;http://purl.obolibrary.org/obo/HAO_0001892
release and spread structure;release and spread structure;http://purl.obolibrary.org/obo/HAO_0001893
RSS;release and spread structure;http://purl.obolibrary.org/obo/HAO_0001893
mesonoto-mesotrochanteral muscle;mesonoto-mesotrochanteral muscle;http://purl.obolibrary.org/obo/HAO_0001894
third flagellomere;third flagellomere;http://purl.obolibrary.org/obo/HAO_0001895
fourth flagellomere;fourth flagellomere;http://purl.obolibrary.org/obo/HAO_0001896
sixth flagellomere;sixth flagellomere;http://purl.obolibrary.org/obo/HAO_0001897
seventh flagellomere;seventh flagellomere;http://purl.obolibrary.org/obo/HAO_0001898
eighth flagellomere;eighth flagellomere;http://purl.obolibrary.org/obo/HAO_0001899
ninth flagellomere;ninth flagellomere;http://purl.obolibrary.org/obo/HAO_0001900
eleventh flagellomere;eleventh flagellomere;http://purl.obolibrary.org/obo/HAO_0001901
notaular ridge;notaular ridge;http://purl.obolibrary.org/obo/HAO_0001902
mesoscutellar arm;mesoscutellar arm;http://purl.obolibrary.org/obo/HAO_0001903
frenal arm;mesoscutellar arm;http://purl.obolibrary.org/obo/HAO_0001903
posterior bar of mesoscutellum;mesoscutellar arm;http://purl.obolibrary.org/obo/HAO_0001903
acropleural ridge;acropleural ridge;http://purl.obolibrary.org/obo/HAO_0001904
posterior rim of the propodeum;posterior rim of the propodeum;http://purl.obolibrary.org/obo/HAO_0001905
profurcal bridge;profurcal bridge;http://purl.obolibrary.org/obo/HAO_0001906
flexor apodeme;flexor apodeme;http://purl.obolibrary.org/obo/HAO_0001907
dorsal prepectal inflection;dorsal prepectal inflection;http://purl.obolibrary.org/obo/HAO_0001908
posterior prepectal inflection;posterior prepectal inflection;http://purl.obolibrary.org/obo/HAO_0001909
anus;anus;http://purl.obolibrary.org/obo/HAO_0001910
transverse carina on T2;transverse carina on T2;http://purl.obolibrary.org/obo/HAO_0001911
mesoscutum length;mesoscutum length;http://purl.obolibrary.org/obo/HAO_0001912
maximum length of mesoscutum;mesoscutum length;http://purl.obolibrary.org/obo/HAO_0001912
lateral pectal fossa of the coxa;lateral pectal fossa of the coxa;http://purl.obolibrary.org/obo/HAO_0001913
lateral coxal condyle of the pleuron;lateral coxal condyle of the pleuron;http://purl.obolibrary.org/obo/HAO_0001914
pectal fossa of the coxa;pectal fossa of the coxa;http://purl.obolibrary.org/obo/HAO_0001915
basicoxal acetabulum;pectal fossa of the coxa;http://purl.obolibrary.org/obo/HAO_0001915
medial pectal fossa of the coxa;medial pectal fossa of the coxa;http://purl.obolibrary.org/obo/HAO_0001916
coxal condyle of the pectus;coxal condyle of the pectus;http://purl.obolibrary.org/obo/HAO_0001917
medial coxal condyle of the pectus;medial coxal condyle of the pectus;http://purl.obolibrary.org/obo/HAO_0001918
lateral propodeal carina;lateral propodeal carina;http://purl.obolibrary.org/obo/HAO_0001919
inner orbit;inner orbit;http://purl.obolibrary.org/obo/HAO_0001920
Metanoto-propodeo-metapecto-mesopectal complex;Metanoto-propodeo-metapecto-mesopectal complex;http://purl.obolibrary.org/obo/HAO_0001921
skeletal muscle;skeletal muscle;http://purl.obolibrary.org/obo/HAO_0001922
somatic muscle;skeletal muscle;http://purl.obolibrary.org/obo/HAO_0001922
visceral muscle;visceral muscle;http://purl.obolibrary.org/obo/HAO_0001923
cuticular evagination;cuticular evagination;http://purl.obolibrary.org/obo/HAO_0001924
integumentary evagination;cuticular evagination;http://purl.obolibrary.org/obo/HAO_0001924
protarsal claw;protarsal claw;http://purl.obolibrary.org/obo/HAO_0001925
mesotarsal claw;mesotarsal claw;http://purl.obolibrary.org/obo/HAO_0001926
metatarsal claw;metatarsal claw;http://purl.obolibrary.org/obo/HAO_0001927
anterior extension of lateral axillar area;anterior extension of lateral axillar area;http://purl.obolibrary.org/obo/HAO_0001928
central keel;central keel;http://purl.obolibrary.org/obo/HAO_0001929
frontal carina;central keel;http://purl.obolibrary.org/obo/HAO_0001929
midridge;central keel;http://purl.obolibrary.org/obo/HAO_0001929
transverse propodeal carina;transverse propodeal carina;http://purl.obolibrary.org/obo/HAO_0001930
metasternum;metasternum;http://purl.obolibrary.org/obo/HAO_0001931
mucro;mucro;http://purl.obolibrary.org/obo/HAO_0001932
median propodeal tooth;mucro;http://purl.obolibrary.org/obo/HAO_0001932
gastral scrobe;gastral scrobe;http://purl.obolibrary.org/obo/HAO_0001933
lateral carina of the gastral scrobe;lateral carina of the gastral scrobe;http://purl.obolibrary.org/obo/HAO_0001934
